14-11-2023 12:49:38-log: Cannot access game frame or container.
14-11-2023 12:49:38-debug: asset-db:require-engine-code (1437ms)
14-11-2023 12:49:39-log: Cocos Creator v3.8.1
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:19.79MB, end 92.01MB, increase: 72.23MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:94.31MB, end 97.48MB, increase: 3.18MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:92.03MB, end 97.50MB, increase: 5.48MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-register: programming start:92.68MB, end 94.26MB, increase: 1.58MB
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db-plugin-enable: project start:94.47MB, end 97.49MB, increase: 3.01MB
14-11-2023 12:49:39-debug: asset-db:worker-init: initPlugin (186ms)
14-11-2023 12:49:39-debug: [Assets Memory track]: asset-db:worker-init start:19.79MB, end 97.56MB, increase: 77.77MB
14-11-2023 12:49:39-debug: Run asset db hook programming:beforePreStart ...
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/toon-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/common-vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/surfaces/module-functions/unlit-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/silhouette-edge-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/misc/sky-vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-reflectmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-planar-shadow/vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/fsr.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/hbao.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/chunks/vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-shadowmap/vs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks/shading-entries/main-functions/render-to-scene/pipeline/forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:40-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:41-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:41-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/car-paint.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:42-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/eye.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:43-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/fabric.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:44-debug: run package(builder) handler(enable) start
14-11-2023 12:49:54-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:221.79MB, end 337.53MB, increase: 115.74MB
14-11-2023 12:49:54-debug: run package(builder) handler(enable) success!
14-11-2023 12:49:54-debug: run package(shortcuts) handler(enable) start
14-11-2023 12:49:54-debug: run package(animation-graph) handler(enable) success!
14-11-2023 12:49:54-debug: run package(about) handler(enable) start
14-11-2023 12:49:54-debug: run package(about) handler(enable) success!
14-11-2023 12:49:54-debug: run package(assets) handler(enable) success!
14-11-2023 12:49:54-debug: run package(console) handler(enable) start
14-11-2023 12:49:54-debug: run package(console) handler(enable) success!
14-11-2023 12:49:54-debug: run package(assets) handler(enable) start
14-11-2023 12:49:54-debug: run package(animation-graph) handler(enable) start
14-11-2023 12:49:54-debug: run package(shortcuts) handler(enable) success!
14-11-2023 12:49:54-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/glass.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:55-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/hair.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:56-debug: run package(crash-reporter) handler(enable) success!
14-11-2023 12:49:56-debug: run package(extension) handler(enable) start
14-11-2023 12:49:56-debug: run package(hierarchy) handler(enable) start
14-11-2023 12:49:56-debug: run package(hierarchy) handler(enable) success!
14-11-2023 12:49:56-debug: run package(inspector) handler(enable) start
14-11-2023 12:49:56-debug: run package(inspector) handler(enable) success!
14-11-2023 12:49:56-debug: run package(light-probe) handler(enable) start
14-11-2023 12:49:56-debug: run package(lightmap) handler(enable) start
14-11-2023 12:49:56-debug: run package(lightmap) handler(enable) success!
14-11-2023 12:49:56-debug: run package(node-library) handler(enable) start
14-11-2023 12:49:56-debug: run package(node-library) handler(enable) success!
14-11-2023 12:49:56-debug: run package(package-asset) handler(enable) start
14-11-2023 12:49:56-debug: run package(package-asset) handler(enable) success!
14-11-2023 12:49:56-debug: run package(process) handler(enable) start
14-11-2023 12:49:56-debug: run package(process) handler(enable) success!
14-11-2023 12:49:56-debug: run package(reference-image) handler(enable) start
14-11-2023 12:49:56-debug: run package(reference-image) handler(enable) success!
14-11-2023 12:49:56-debug: run package(reflection-probe) handler(enable) start
14-11-2023 12:49:56-debug: run package(reflection-probe) handler(enable) success!
14-11-2023 12:49:56-debug: run package(engine-extends) handler(enable) start
14-11-2023 12:49:56-debug: run package(engine-extends) handler(enable) success!
14-11-2023 12:49:56-debug: run package(adsense-h5g-plugin) handler(enable) start
14-11-2023 12:49:56-debug: run package(adsense-h5g-plugin) handler(enable) success!
14-11-2023 12:49:56-debug: run package(alipay-mini-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(alipay-mini-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(android) handler(enable) start
14-11-2023 12:49:56-debug: run package(android) handler(enable) success!
14-11-2023 12:49:56-debug: run package(bytedance-mini-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(bytedance-mini-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(certificate) handler(enable) start
14-11-2023 12:49:56-debug: run package(certificate) handler(enable) success!
14-11-2023 12:49:56-debug: run package(light-probe) handler(enable) success!
14-11-2023 12:49:56-debug: run package(channel-upload-tools) handler(enable) success!
14-11-2023 12:49:56-debug: run package(fb-instant-games) handler(enable) start
14-11-2023 12:49:56-debug: run package(fb-instant-games) handler(enable) success!
14-11-2023 12:49:56-debug: run package(crash-reporter) handler(enable) start
14-11-2023 12:49:56-debug: run package(huawei-agc) handler(enable) success!
14-11-2023 12:49:56-debug: run package(huawei-quick-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(huawei-quick-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(ios) handler(enable) start
14-11-2023 12:49:56-debug: run package(ios) handler(enable) success!
14-11-2023 12:49:56-debug: run package(linux) handler(enable) start
14-11-2023 12:49:56-debug: run package(huawei-agc) handler(enable) start
14-11-2023 12:49:56-debug: run package(mac) handler(enable) start
14-11-2023 12:49:56-debug: run package(mac) handler(enable) success!
14-11-2023 12:49:56-debug: run package(native) handler(enable) start
14-11-2023 12:49:56-debug: run package(native) handler(enable) success!
14-11-2023 12:49:56-debug: run package(ohos) handler(enable) start
14-11-2023 12:49:56-debug: run package(ohos) handler(enable) success!
14-11-2023 12:49:56-debug: run package(openharmony) handler(enable) start
14-11-2023 12:49:56-debug: run package(openharmony) handler(enable) success!
14-11-2023 12:49:56-debug: run package(oppo-mini-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(oppo-mini-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(runtime-dev-tools) handler(enable) start
14-11-2023 12:49:56-debug: run package(runtime-dev-tools) handler(enable) success!
14-11-2023 12:49:56-debug: run package(taobao-creative-app) handler(enable) start
14-11-2023 12:49:56-debug: run package(taobao-creative-app) handler(enable) success!
14-11-2023 12:49:56-debug: run package(channel-upload-tools) handler(enable) start
14-11-2023 12:49:56-debug: run package(taobao-mini-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(vivo-mini-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(vivo-mini-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(web-desktop) handler(enable) start
14-11-2023 12:49:56-debug: run package(web-desktop) handler(enable) success!
14-11-2023 12:49:56-debug: run package(web-mobile) handler(enable) start
14-11-2023 12:49:56-debug: run package(web-mobile) handler(enable) success!
14-11-2023 12:49:56-debug: run package(taobao-mini-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(wechatgame) handler(enable) success!
14-11-2023 12:49:56-debug: run package(extension) handler(enable) success!
14-11-2023 12:49:56-debug: run package(wechatprogram) handler(enable) success!
14-11-2023 12:49:56-debug: run package(windows) handler(enable) start
14-11-2023 12:49:56-debug: run package(windows) handler(enable) success!
14-11-2023 12:49:56-debug: run package(xiaomi-quick-game) handler(enable) start
14-11-2023 12:49:56-debug: run package(xiaomi-quick-game) handler(enable) success!
14-11-2023 12:49:56-debug: run package(cocos-service) handler(enable) start
14-11-2023 12:49:56-debug: run package(cocos-service) handler(enable) success!
14-11-2023 12:49:56-debug: run package(im-plugin) handler(enable) start
14-11-2023 12:49:56-debug: run package(im-plugin) handler(enable) success!
14-11-2023 12:49:56-debug: run package(placeholder) handler(enable) start
14-11-2023 12:49:56-debug: run package(placeholder) handler(enable) success!
14-11-2023 12:49:56-debug: run package(linux) handler(enable) success!
14-11-2023 12:49:56-debug: run package(information) handler(register) success!
14-11-2023 12:49:56-debug: run package(information) handler(disable) start
14-11-2023 12:49:56-debug: run package(information) handler(disable) success!
14-11-2023 12:49:56-debug: run package(information) handler(enable) start
14-11-2023 12:49:56-debug: run package(information) handler(enable) success!
14-11-2023 12:49:56-debug: run package(cocos-service) handler(register) start
14-11-2023 12:49:56-debug: run package(cocos-service) handler(register) success!
14-11-2023 12:49:56-debug: run package(cocos-service) handler(disable) start
14-11-2023 12:49:56-debug: run package(cocos-service) handler(disable) success!
14-11-2023 12:49:56-debug: run package(cocos-service) handler(enable) start
14-11-2023 12:49:56-debug: run package(cocos-service) handler(enable) success!
14-11-2023 12:49:56-debug: run package(wechatgame) handler(enable) start
14-11-2023 12:49:56-debug: run package(wechatprogram) handler(enable) start
14-11-2023 12:49:56-debug: run package(information) handler(register) start
14-11-2023 12:49:56-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/leaf.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:56-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/simple-skin.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:56-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/skin.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:57-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/sky.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:57-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/water.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/for2d/builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/standard.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/terrain.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/legacy/toon.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:58-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/particles/builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/cluster-build.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/copy-pass.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/float-output-process.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/skybox.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/smaa.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/tonemap.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/profiler.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/util/splash-screen.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/box-height-light.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/gizmo.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid-2d.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/grid.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/light.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/internal/editor/terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/blit-screen.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/bloom.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/color-grading.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/fsr.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/fxaa-hq.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/hbao.effectbackground: #aaff85; color: #000;color: #000;
14-11-2023 12:49:59-debug: %cImport%c: /Applications/Cocos/Creator/3.8.1/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/pipeline/post-process/post-final.effectbackground: #aaff85; color: #000;color: #000;
